domain_id,cath_class,architecture,topology,homology,n_residues,pdb_id
1th0B00,3,40,395,10,223,1th0
1ti2A01,2,20,25,340,66,1ti2
1tifA00,3,10,20,80,76,1tif
1tjoB00,1,20,1260,10,175,1tjo
1tkeA01,3,10,20,30,64,1tke
1tknA00,0,0,0,0,0,1tkn
1tltA02,3,30,360,10,186,1tlt
1tmmA00,3,30,70,560,158,1tmm
1tocR02,4,10,410,10,58,1toc
1tpmA00,2,10,70,10,50,1tpm
1tu1A00,3,40,1000,10,144,1tu1
1tu3J00,1,20,5,730,53,1tu3
1tuaA01,3,30,1370,10,84,1tua
1tueD00,3,40,50,300,202,1tue
1tujA00,1,10,238,20,123,1tuj
1tvfA02,2,30,140,20,69,1tvf
1tvgA00,2,60,120,260,136,1tvg
1tvjA00,3,40,20,10,166,1tvj
1tvsA00,4,10,210,10,75,1tvs
1twfA04,3,30,1490,180,63,1twf
1twuA00,3,10,180,10,137,1twu
1tx9A00,1,10,1850,10,141,1tx9
1txlA00,2,40,128,20,188,1txl
1tyeA00,2,130,10,130,452,1tye
1tygB00,3,10,20,30,65,1tyg
1tyjA00,2,60,40,680,170,1tyj
1tzbA01,3,40,50,10490,162,1tzb
1u0bB02,0,0,0,0,0,1u0b
1u0jA01,1,10,10,950,55,1u0j
1u0lA01,2,40,50,140,64,1u0l
1u0mA01,3,40,47,10,202,1u0m
1u0vB01,3,40,47,10,226,1u0v
1u1qA01,3,30,70,330,87,1u1q
1u2cA02,3,30,70,1040,125,1u2c
1u2gC00,3,40,50,1220,174,1u2g
1u3bA01,2,30,42,10,89,1u3b
1u3iA01,3,40,30,10,80,1u3i
1u4gA01,3,10,170,10,152,1u4g
1u5tA02,1,10,10,10,75,1u5t
1u5tB01,1,10,10,10,85,1u5t
1u60A00,3,40,710,10,309,1u60
1u6mA00,3,40,630,30,189,1u6m
1u6tA00,3,40,30,10,121,1u6t
1u6zA04,3,30,70,2260,53,1u6z
1u71A00,3,40,430,10,186,1u71
1u7lA03,3,30,70,100,90,1u7l
1u84A00,1,10,340,20,81,1u84
1u89A00,1,20,120,230,139,1u89
1u8vA02,2,40,110,10,133,1u8v
1uaaA02,1,10,10,160,74,1uaa
1uaaA04,1,10,486,10,162,1uaa
1uaiA00,2,60,120,200,223,1uai
1uajA02,1,10,1270,20,73,1uaj
1uapA00,2,40,50,120,131,1uap
1uc2B00,3,90,1860,10,480,1uc2
1ucrB00,1,10,10,10,75,1ucr
1udlA00,2,30,30,40,98,1udl
1udxA01,2,70,210,12,154,1udx
1uebA01,2,30,30,30,63,1ueb
1uf2C02,2,60,120,170,157,1uf2
1uglA00,3,30,30,70,50,1ugl
1ugoA00,1,20,58,120,99,1ugo
1uh4A02,3,20,20,80,423,1uh4
1uhvA02,3,20,20,80,345,1uhv
1uhwA00,1,10,10,10,109,1uhw
1ukfA00,3,90,70,20,188,1ukf
1ulvA01,2,70,98,10,272,1ulv
1ulvA04,2,60,40,1190,247,1ulv
1um8A02,1,10,8,60,97,1um8
1umhA00,2,60,120,260,184,1umh
1uouA01,1,20,970,10,68,1uou
1uoyA01,2,30,130,50,57,1uoy
1upsB01,2,60,120,200,265,1ups
1ussA00,1,10,10,10,88,1uss
1usyD00,3,30,930,10,274,1usy
1utaA00,3,30,70,1070,77,1uta
1uteA00,3,60,21,10,302,1ute
1uucA00,3,30,60,30,55,1uuc
1uunA02,2,10,300,10,52,1uun
1uurA01,1,20,58,240,110,1uur
1uurA03,1,10,238,10,88,1uur
1uv4A00,2,115,10,20,291,1uv4
1uw4B00,1,25,40,180,248,1uw4
1uwyA01,3,40,630,10,296,1uwy
1ux5A01,6,10,30,50,60,1ux5
1ux6A01,4,10,1080,10,127,1ux6
1v1gA00,1,10,238,10,188,1v1g
1v1hF01,2,10,25,20,73,1v1h
1v1pB02,2,40,50,110,74,1v1p
1v4lA00,3,10,100,10,135,1v4l
1v54B01,1,10,287,90,90,1v54
1v5dA01,1,50,10,10,357,1v5d
1v5eA03,3,40,50,970,190,1v5e
1v5mA00,2,30,29,30,136,1v5m
1v5pA01,2,30,29,30,103,1v5p
1v60A01,3,30,300,90,82,1v60
1v66A00,1,10,720,30,65,1v66
1v6fA00,3,40,20,10,151,1v6f
1v6sA01,3,40,50,1260,177,1v6s
1v6zA01,2,40,240,20,65,1v6z
1v74B00,1,20,120,650,87,1v74
1v77A00,3,20,20,140,202,1v77
1v7mV00,1,20,1250,10,145,1v7m
1v7wA01,2,70,98,40,302,1v7w
1v8cA01,3,10,20,30,85,1v8c
1v8cA02,3,30,1370,80,80,1v8c
1v8hA00,2,60,40,10,106,1v8h
1v95A01,3,40,50,800,116,1v95
1v9vA01,1,20,1480,20,95,1v9v
1vajA02,3,30,1490,150,74,1vaj
1vb3A01,3,90,1380,10,81,1vb3
1vbkA02,3,30,2300,10,82,1vbk
1vccA00,3,30,66,10,77,1vcc
1vclA03,3,30,1750,10,148,1vcl
1vctA01,1,20,58,220,109,1vct
1vddA03,3,40,1360,10,92,1vdd
1vdyA00,1,25,40,90,140,1vdy
1ve2B02,3,30,950,10,115,1ve2
1vf5B02,1,10,287,980,89,1vf5
1vf6A00,1,10,287,650,58,1vf6
1vf7A03,1,10,287,470,60,1vf7
1vfiA00,1,10,246,100,95,1vfi
1vhmB00,3,30,450,40,160,1vhm
1vi7A01,3,30,230,30,135,1vi7
1vi7A02,3,30,70,240,71,1vi7
1vkiA00,3,90,960,10,165,1vki
1vkrA00,3,40,50,2300,97,1vkr
1vliA02,3,90,1210,10,65,1vli
1vmdA00,3,40,50,1380,156,1vmd
1vmoA00,2,100,10,20,163,1vmo
1vnsA01,1,20,144,10,175,1vns
1vp2A00,3,90,950,10,189,1vp2
1vphB00,2,60,120,460,137,1vph
1vpqA00,3,20,20,410,260,1vpq
1vq8B03,3,30,1430,10,111,1vq8
1vq8C00,3,40,1370,10,246,1vq8
1vq8L01,4,10,990,10,50,1vq8
1vq8P01,1,10,1650,10,55,1vq8
1vq8P03,1,10,1200,60,55,1vq8
1vq8Q00,2,30,30,70,95,1vq8
1vq8W02,1,10,15,30,56,1vq8
1vq8X00,3,10,440,10,82,1vq8
1vqaA00,2,40,50,140,86,1vqa
1vqqA01,3,10,450,100,109,1vqq
1vs5B02,1,10,287,610,52,1vs5
1vs5C01,3,30,300,20,91,1vs5
1vs5E01,3,30,160,20,64,1vs5
1vs5F01,3,30,70,60,92,1vs5
1vs5T00,1,20,58,110,85,1vs5
1vs7S00,3,30,860,10,80,1vs7
1vs8X00,1,10,287,310,63,1vs8
1vs9F02,3,90,930,12,70,1vs9
1vs9O01,6,10,160,10,55,1vs9
1vsaE00,3,30,1440,10,180,1vsa
1vsaT01,2,40,240,10,91,1vsa
1vsrA00,3,40,960,10,134,1vsr
1vtmP00,1,20,120,70,158,1vtm
1vw4400,3,40,30,10,138,1vw4
1vw4501,1,10,1520,10,234,1vw4
1vw4E00,0,0,0,0,0,1vw4
1vw4G00,3,40,5,10,55,1vw4
1vw4J01,0,0,0,0,0,1vw4
1vw4K00,3,90,1170,10,195,1vw4
1vw4L01,3,90,1030,10,135,1vw4
1vw4L02,1,10,246,170,85,1vw4
1vw4M01,2,30,30,790,132,1vw4
1vw4T01,6,10,330,20,112,1vw4
1vw4V00,6,20,130,10,64,1vw4
1vw4Z00,4,10,410,60,62,1vw4
1vwxA01,2,40,50,140,85,1vwx
1vwxA02,2,30,30,30,80,1vwx
1vwxG01,3,30,1330,30,185,1vwx
1vwxI01,3,90,1170,10,173,1vwx
1vwxM01,2,30,30,30,85,1vwx
1vwxQ00,3,100,10,10,187,1vwx
1vwxS01,3,10,20,10,71,1vwx
1vwxT01,2,30,30,70,97,1vwx
1vwxU00,3,30,1360,210,99,1vwx
1vwxa02,3,100,10,10,91,1vwx
1vx4K02,1,10,10,250,88,1vx4
1vx7600,3,30,1330,30,98,1vx7
1vx7H01,3,90,930,12,85,1vx7
1vx7H02,3,90,930,12,100,1vx7
1vx7P01,3,40,1120,10,197,1vx7
1vx7U02,3,10,20,10,76,1vx7
1vynA00,2,170,260,10,117,1vyn
1vz0A01,3,90,1530,30,63,1vz0
1vzsA01,1,10,246,110,63,1vzs
1vzyA01,3,55,30,10,234,1vzy
1w07A01,1,10,540,10,116,1w07
1w0pA03,2,60,120,200,187,1w0p
1w1hD00,2,30,29,30,137,1w1h
1w27A03,1,10,274,20,122,1w27
1w36B04,1,10,486,10,146,1w36
1w36B05,3,90,320,10,286,1w36
1w36C04,1,10,486,10,209,1w36
1w36C06,1,10,10,990,72,1w36
1w36D01,1,10,10,1020,109,1w36
1w36F02,1,10,10,160,100,1w36
1w4sA00,2,30,30,490,146,1w4s
1w4tA02,2,40,128,150,99,1w4t
1w5sA02,3,40,50,300,190,1w5s
1w66A01,3,30,930,10,208,1w66
1w6kA03,1,50,10,20,285,1w6k
1w8gA00,3,20,20,10,226,1w8g
1w8oA02,2,60,40,10,102,1w8o
1w96C01,3,40,50,20,165,1w96
1w99A01,1,20,190,10,173,1w99
1w9cA00,1,25,10,10,321,1w9c
1w9rA00,1,20,58,440,119,1w9r
1wa9A02,3,30,450,20,168,1wa9
1waaE00,2,60,40,10,92,1waa
1wabA00,3,40,50,1110,212,1wab
1wc2A00,2,40,40,10,180,1wc2
1wcrA00,1,20,58,80,103,1wcr
1wcuA00,2,60,120,430,149,1wcu
1wd3A01,2,60,120,200,320,1wd3
1wd3A02,2,80,10,50,162,1wd3
1wexA01,3,30,70,330,73,1wex
1wfiA00,2,60,40,790,131,1wfi
1wfmA00,2,60,40,150,138,1wfm
1wftA01,2,60,40,10,104,1wft
1wfwA00,2,30,30,40,74,1wfw
1wfxA01,1,10,10,970,71,1wfx
1wfyA01,3,10,20,90,72,1wfy
1wg1A01,3,30,70,330,71,1wg1
1wg7A01,0,0,0,0,0,1wg7
1wgfA01,1,10,30,10,53,1wgf
1wgxA00,1,10,10,60,73,1wgx
1wh0A01,2,60,40,790,111,1wh0
1wh4A01,1,10,533,10,94,1wh4
1wh7A01,1,10,10,60,53,1wh7
1whbA01,3,40,250,10,134,1whb
1whoA00,2,60,40,760,94,1who
1whqA01,3,30,160,20,71,1whq
1whrA00,3,30,1370,50,124,1whr
1whsB02,3,40,50,11320,95,1whs
1whuA00,1,10,10,400,104,1whu
1wifA01,2,30,42,10,85,1wif
1wioA04,2,60,40,10,72,1wio
1wj7A01,1,10,8,10,60,1wj7
1wjjA01,2,40,50,140,110,1wjj
1wk0A01,2,60,40,10,119,1wk0
1wk8B00,3,90,740,10,187,1wk8
1wkbA03,1,10,730,10,121,1wkb
1wkrA02,2,40,70,10,170,1wkr
1wktA00,2,60,20,20,88,1wkt
1wkvA01,3,90,1530,20,77,1wkv
1wleA01,1,10,287,40,114,1wle
1wlfA02,3,10,330,10,80,1wlf
1wloA00,3,90,1010,10,136,1wlo
1wm1A00,3,40,50,1820,313,1wm1
1wmdA01,3,40,50,200,317,1wmd
1wmhA00,3,10,20,90,83,1wmh
1wmxB00,2,60,120,430,195,1wmx
1wnhA01,3,10,450,10,100,1wnh
1wnjA00,3,40,20,10,145,1wnj
1wosA04,2,40,30,110,86,1wos
1wouA00,3,40,30,10,119,1wou
1wp9B03,1,20,1320,20,130,1wp9
1wpbB02,1,10,3190,10,112,1wpb
1wpbG01,1,10,287,680,54,1wpb
1wpiA00,3,40,30,10,133,1wpi
1wpqA01,3,40,50,720,191,1wpq
1wpuA00,3,40,1510,10,147,1wpu
1wqaA04,3,30,310,50,85,1wqa
1wr8A02,3,90,1070,10,69,1wr8
1wraA01,3,60,15,10,300,1wra
1wrjA01,3,30,160,70,67,1wrj
1wrjA02,1,10,10,10,83,1wrj
1wsrA04,2,40,30,110,77,1wsr
1wteA02,3,40,1560,10,124,1wte
1wthA01,2,40,50,260,123,1wth
1wthA03,1,10,530,40,169,1wth
1wvkA00,4,10,1050,10,86,1wvk
1wvuB02,1,10,530,10,196,1wvu
1wwcA00,2,60,40,10,105,1wwc
1wwjA00,3,40,30,10,99,1wwj
1wwlB00,3,80,10,10,312,1wwl
1wwuA01,1,10,150,50,64,1wwu
1wx0A00,3,20,20,70,211,1wx0
1wxmA01,3,10,20,90,71,1wxm
1wxpA01,1,10,533,10,84,1wxp
1wxrA01,2,40,10,120,257,1wxr
1wxvA01,3,10,20,90,76,1wxv
1wxwA01,2,30,130,10,65,1wxw
1wylA01,1,10,418,10,103,1wyl
1wyuA02,3,40,640,10,262,1wyu
1wyuB03,3,40,640,10,268,1wyu
1wywA00,3,40,470,10,216,1wyw
1wz2A05,1,10,10,720,52,1wz2
1wzaA02,3,90,400,10,64,1wza
1wzaA03,2,60,40,1180,79,1wza
1x0tA01,1,20,5,420,61,1x0t
1x1yE00,3,30,370,10,89,1x1y
1x3qA00,2,40,50,40,57,1x3q
1x4oA00,1,10,10,790,78,1x4o
1x4pA00,1,10,10,790,66,1x4p
1x4rA01,3,30,720,50,79,1x4r
1x4tA01,1,10,287,660,58,1x4t
1x4yA01,2,60,40,10,101,1x4y
1x6zA00,3,30,700,10,120,1x6z
1x74A04,3,30,1540,10,91,1x74
1x9mA01,3,30,420,10,226,1x9m
1x9uA00,2,60,40,420,105,1x9u
1xaiA01,3,40,50,1970,166,1xai
1xauA00,2,60,40,10,104,1xau
1xbdA00,2,60,40,290,87,1xbd
1xbsA00,3,40,30,10,137,1xbs
1xdpA02,3,30,1840,10,202,1xdp
1xf8A02,3,40,630,30,165,1xf8
1xffA00,3,60,20,10,238,1xff
1xfiA02,1,20,1700,10,90,1xfi
1xflA00,3,40,30,10,114,1xfl
1xfxA01,3,40,390,10,228,1xfx
1xhbA02,1,10,8,460,66,1xhb
1xhhA00,2,60,40,1900,91,1xhh
1ximA00,3,20,20,150,392,1xim
1xjaE00,2,60,120,280,163,1xja
1xk4D00,1,10,238,10,92,1xk4
1xlrA00,3,40,1410,10,164,1xlr
1xn4A00,3,40,50,850,191,1xn4
1xn9A00,3,30,70,330,101,1xn9
1xneA00,2,30,130,30,113,1xne
1xo0A01,1,10,150,130,111,1xo0
1xo8A00,2,60,40,1820,151,1xo8
1xovA01,3,40,630,40,177,1xov
1xovA03,2,30,30,40,72,1xov
1xoyA00,2,60,120,470,161,1xoy
1xr7A03,1,20,960,20,87,1xr7
1xrsB01,3,30,30,60,52,1xrs
1xsfA00,1,10,530,10,108,1xsf
1xu1A00,2,60,120,40,137,1xu1
1xu6A00,4,10,110,20,80,1xu6
1xwmA00,1,20,58,220,212,1xwm
1xwrB00,1,10,260,40,77,1xwr
1xx1A00,3,20,20,190,285,1xx1
1xx9D00,2,60,40,550,139,1xx9
1xxaC00,3,30,1360,40,73,1xxa
1xxmC01,3,30,1450,10,74,1xxm
1y0gA00,2,40,128,110,169,1y0g
1y0hB00,3,30,70,100,98,1y0h
1y14D02,2,40,50,140,87,1y14
1y1aA01,1,10,238,10,96,1y1a
1y1uA01,1,20,1050,20,195,1y1u
1y1uA04,3,30,505,10,87,1y1u
1y4mA00,1,10,287,210,53,1y4m
1y56A04,1,10,10,1100,77,1y56
1y5iA04,2,40,40,20,191,1y5i
1y64B03,1,20,58,2220,223,1y64
1y66A00,1,10,287,210,50,1y66
1y69U01,2,40,50,100,65,1y69
1y6dA00,1,20,120,160,114,1y6d
1y6kR02,2,60,40,10,103,1y6k
1y76B00,1,10,287,650,60,1y76
1y80A00,3,40,50,280,125,1y80
1y9xA01,3,30,110,20,88,1y9x
1y9zA02,3,50,30,30,145,1y9z
1yacA00,3,40,50,850,204,1yac
1yavB00,3,10,580,10,135,1yav
1ybzA00,1,20,59,10,76,1ybz
1ycdB00,3,40,50,1820,238,1ycd
1ycgA02,3,40,50,360,143,1ycg
1ycoA00,3,40,718,10,276,1yco
1ydfA02,3,40,50,1000,93,1ydf
1yduA01,2,30,240,10,139,1ydu
1ye9A03,1,10,10,1060,57,1ye9
1yf2A03,3,90,220,20,147,1yf2
1yfbA00,2,10,260,10,52,1yfb
1yfnA00,2,30,30,220,109,1yfn
1ygaA00,2,70,98,10,336,1yga
1ygmA01,1,10,220,90,90,1ygm
1ygyB03,3,30,1330,90,139,1ygy
1yhlA00,1,10,600,10,362,1yhl
1yhnB00,6,10,230,10,65,1yhn
1yhpA01,2,60,20,10,92,1yhp
1yi9A01,2,60,120,310,156,1yi9
1yj8A02,1,10,1040,10,158,1yj8
1yn3A00,3,10,20,120,98,1yn3
1yo4A01,2,60,40,1550,67,1yo4
1yo8A02,2,10,25,10,56,1yo8
1yocA00,3,10,129,10,145,1yoc
1yq2A02,2,60,40,10,93,1yq2
1yqeA02,3,40,50,10700,96,1yqe
1yqzA03,3,30,390,30,108,1yqz
1yrtA02,3,90,1760,10,144,1yrt
1yrvA00,3,10,110,10,153,1yrv
1yrxC01,3,30,70,100,104,1yrx
1yt3A02,1,10,150,80,99,1yt3
1yt3A03,1,10,150,80,82,1yt3
1ytzT00,1,20,5,350,90,1ytz
1yu0A01,2,10,10,30,51,1yu0
1yu2A03,3,90,1580,10,179,1yu2
1yuaA01,3,30,65,10,64,1yua
1yuaA02,2,20,25,10,58,1yua
1yueA02,2,10,10,40,61,1yue
1yvcA00,2,40,50,140,70,1yvc
1ywmA02,1,20,1270,150,76,1ywm
1ywqA00,3,40,109,10,199,1ywq
1yzyA01,3,40,50,10840,234,1yzy
1z1bA01,3,30,160,60,57,1z1b
1z1vA00,1,10,150,50,70,1z1v
1z2zA02,3,30,70,3160,90,1z2z
1z3eA00,3,40,30,10,119,1z3e
1z3rA00,2,60,40,350,99,1z3r
1z3xA02,1,10,10,1770,76,1z3x
1z4hA01,1,10,238,160,58,1z4h
1z5bB03,3,30,230,10,149,1z5b
1z5hA03,2,60,40,1910,73,1z5h
1z68A02,3,40,50,1820,255,1z68
1z6nA00,3,40,30,10,166,1z6n
1z6tA03,1,10,8,430,81,1z6t
1z6tA04,1,10,10,10,85,1z6t
1z6tA05,1,25,40,370,136,1z6t
1z8gA01,3,10,250,10,104,1z8g
1z9hA03,1,20,1050,10,151,1z9h
1za7A00,2,60,120,220,151,1za7
1zatA01,3,10,20,800,125,1zat
1zbhA01,1,10,720,30,65,1zbh
1zbqA02,1,10,287,4290,58,1zbq
1zc1A01,2,40,40,50,103,1zc1
1zc3B00,2,30,29,30,109,1zc3
1zcaA02,1,10,400,10,122,1zca
1zccA00,3,20,20,190,240,1zcc
1zcdA00,1,20,1530,10,376,1zcd
1zczA03,3,40,140,20,127,1zcz
1zelA01,3,90,56,20,98,1zel
1zhcA00,6,10,280,50,76,1zhc
1zhhB01,3,30,450,220,157,1zhh
1zhsA01,3,30,1490,230,55,1zhs
1zhxA03,2,40,160,120,191,1zhx
1zhxA04,3,30,70,3490,127,1zhx
1zjcA01,3,40,1830,10,180,1zjc
1zkkB00,2,170,270,10,161,1zkk
1zkzA00,2,10,90,10,107,1zkz
1zl8B00,1,10,287,650,54,1zl8
1zlpA00,3,20,20,60,284,1zlp
1zo0A00,3,40,630,60,126,1zo0
1zoyD00,1,20,1300,10,102,1zoy
1zp2A02,1,10,472,10,112,1zp2
1zpdA02,3,40,50,1220,163,1zpd
1zpsA01,3,10,20,810,95,1zps
1zpuA02,2,60,40,420,180,1zpu
1zpwX00,3,30,70,240,82,1zpw
1zr6A01,3,30,43,10,91,1zr6
1zr9A00,3,30,160,60,67,1zr9
1ztdA00,1,10,1520,20,125,1ztd
1ztmA03,2,60,40,1690,53,1ztm
1zu0A03,3,10,105,10,246,1zu0
1zu1A01,3,30,160,60,57,1zu1
1zu2A00,1,25,40,10,158,1zu2
1zujA00,1,20,1260,10,168,1zuj
1zuoB00,3,10,110,10,140,1zuo
1zv1A00,1,10,8,10,59,1zv1
1zv8G00,1,20,5,300,50,1zv8
1zvuA02,0,0,0,0,0,1zvu
1zvuA03,1,10,268,10,140,1zvu
1zwtA00,3,30,1690,10,158,1zwt
1zx0A00,3,40,50,150,229,1zx0
1zxfA00,3,30,530,20,155,1zxf
1zxiC03,3,30,390,50,105,1zxi
1zxqA02,2,60,40,10,107,1zxq
1zzaA00,4,10,280,20,90,1zza
2a02A01,3,55,50,30,75,2a02
2a06B02,3,30,830,10,204,2a06
2a19A02,1,10,150,190,85,2a19
2a1iA01,3,40,50,10130,117,2a1i
2a1tR01,3,40,50,620,181,2a1t
2a28A00,2,30,30,40,54,2a28
2a2pA01,3,40,30,50,101,2a2p
2a3vB01,1,10,150,130,94,2a3v
2a45H00,1,20,5,50,52,2a45
2a6hC03,3,90,1110,10,180,2a6h
2a6hC04,2,30,150,10,65,2a6h
2a6hC05,2,40,50,100,75,2a6h
2a6hD05,1,10,274,100,186,2a6h
2a6hF02,1,10,10,10,54,2a6h
2a6xA00,2,60,120,200,218,2a6x
2a7kB01,3,90,226,10,197,2a7k
2aajA00,3,30,429,10,129,2aaj
2abkA01,1,10,340,30,112,2abk
2abyA00,3,30,70,1980,122,2aby
2ac1A02,2,60,120,560,192,2ac1
2acmA00,0,0,0,0,0,2acm
2af5A01,2,40,128,160,54,2af5
2ahfA00,1,50,10,10,377,2ahf
2ahmH02,3,30,70,3540,93,2ahm
2aj0A00,3,30,70,100,71,2aj0
2ajtA01,3,40,50,10940,175,2ajt
2akcA00,1,20,144,10,218,2akc
2akkA00,2,30,30,40,74,2akk
2al3A00,3,10,20,90,76,2al3
2an7A00,6,10,180,10,83,2an7
2apsA00,2,60,40,200,155,2aps
2ar3B00,3,40,80,10,159,2ar3
2arpF02,3,30,60,30,72,2arp
2arzA02,3,20,180,10,88,2arz
2askA00,2,10,90,10,101,2ask
2astB00,3,80,10,10,325,2ast
2aswA00,1,10,8,500,56,2asw
2au3A04,1,20,50,30,55,2au3
2aujD03,2,40,50,100,62,2auj
2aujD04,2,40,50,100,53,2auj
2autA00,3,40,50,1000,208,2aut
2auvA00,3,40,30,10,85,2auv
2aw4U00,2,30,30,30,102,2aw4
2aw6A02,1,25,40,400,221,2aw6
2awnC03,2,40,50,140,58,2awn
2ayaA00,3,30,300,150,128,2aya
2aydA01,2,20,25,80,67,2ayd
2aytA01,3,40,30,10,116,2ayt
2az4A02,3,40,50,10710,154,2az4
2azeA01,1,20,140,80,144,2aze
2azkA00,1,10,600,10,276,2azk
2b0fA02,2,40,10,10,69,2b0f
2b0hA01,1,20,120,230,128,2b0h
2b2yC00,2,40,50,40,86,2b2y
2b3aA00,3,10,20,90,87,2b3a
2b3yA05,3,20,19,10,235,2b3y
2b5dX02,1,20,1430,10,114,2b5d
2b5eA03,3,40,30,10,127,2b5e
2b5nB00,2,130,10,10,321,2b5n
2b7uA02,4,10,470,10,82,2b7u
2b8iA00,1,20,1280,100,77,2b8i
2b8zA00,1,20,1250,10,129,2b8z
2b97A00,3,20,120,10,70,2b97
2b99C00,3,40,50,960,152,2b99
2b9eA01,3,30,70,1170,78,2b9e
2b9sA02,1,10,10,41,87,2b9s
2b9sB00,0,0,0,0,0,2b9s
2b9wA02,1,10,405,20,118,2b9w
2bapA02,1,10,238,150,68,2bap
2bb5A01,1,50,10,20,298,2bb5
2bbrA01,1,10,533,10,89,2bbr
2bgoA00,2,60,120,260,116,2bgo
2bh1X00,3,30,300,160,68,2bh1
2bhuA01,2,60,40,10,96,2bhu
2bhzA04,2,60,40,1180,72,2bhz
2bi0A02,3,10,129,10,147,2bi0
2bidA00,1,10,437,10,197,2bid
2bj0A00,2,70,170,10,203,2bj0
2bl0A00,4,10,270,10,63,2bl0
2bnkA00,1,10,8,600,64,2bnk
2bnxB01,1,25,10,10,240,2bnx
2bpsA00,3,10,20,90,81,2bps
2bsqE01,1,10,1220,10,50,2bsq
2bt9C01,2,40,128,190,83,2bt9
2bteA05,3,10,20,590,62,2bte
2btvC03,1,10,170,10,96,2btv
2bvbA00,2,60,120,710,137,2bvb
2bvfA03,3,40,462,20,210,2bvf
2bvlA03,1,10,10,1780,69,2bvl
2bw2A02,3,30,70,1740,78,2bw2
2bxkA06,1,10,246,10,75,2bxk
2bxrA03,1,10,405,10,92,2bxr
2bykA00,1,10,20,10,72,2byk
2byvE05,3,10,20,90,79,2byv
2c0fB01,3,40,30,10,123,2c0f
2c0hA00,3,20,20,80,353,2c0h
2c10A02,3,10,450,40,132,2c10
2c1dA02,1,10,760,10,89,2c1d
2c1dB00,1,10,760,10,137,2c1d
2c1lA02,2,40,330,30,170,2c1l
2c29D00,3,40,50,720,324,2c29
2c2nA02,3,30,70,250,77,2c2n
2c3gA00,2,60,40,10,98,2c3g
2c42A02,3,40,50,920,157,2c42
2c42A05,3,30,70,20,117,2c42
2c42A07,4,10,790,10,62,2c42
2c5zA00,1,10,1740,100,93,2c5z
2c63A00,1,20,190,20,233,2c63
2c6zA00,3,75,10,10,273,2c6z
2c7hA00,3,10,20,90,86,2c7h
2c81A01,3,40,640,10,248,2c81
2c91B00,3,20,20,100,324,2c91
2c9nY00,1,20,5,170,59,2c9n
2ccmA00,1,10,238,10,190,2ccm
2ccyA00,1,20,120,10,127,2ccy
2cfoA02,3,90,800,10,120,2cfo
2cfoA03,1,10,1160,10,85,2cfo
2cfoA04,1,10,8,70,54,2cfo
2cfoA05,1,10,10,350,104,2cfo
2cfqA01,1,20,1250,20,205,2cfq
2cfqA02,1,20,1250,20,212,2cfq
2cfxA01,1,10,10,10,50,2cfx
2cfxA02,3,30,70,920,90,2cfx
2ch0A01,1,10,10,1180,98,2ch0
2ci8A01,3,30,505,10,56,2ci8
2citA00,3,20,20,80,274,2cit
2ciuA00,3,10,450,320,123,2ciu
2cjlA02,3,30,20,10,61,2cjl
2cjsA01,2,60,40,150,153,2cjs
2ckfC02,2,102,10,10,128,2ckf
2ckkA01,2,30,30,140,53,2ckk
2ckkA02,2,30,30,30,57,2ckk
2ckzB01,3,30,1490,120,79,2ckz
2clsA00,3,40,50,300,179,2cls
2cm0A00,1,20,58,2190,99,2cm0
2cmpA00,1,10,10,1400,56,2cmp
2cndA01,2,40,30,10,106,2cnd
2co5A00,1,10,10,10,92,2co5
2coaA01,2,30,29,30,118,2coa
2cocA01,2,30,29,30,100,2coc
2coiA02,3,20,10,10,175,2coi
2cp6A01,2,30,30,190,80,2cp6
2cpbA00,1,20,5,80,50,2cpb
2cqpA00,3,30,70,330,98,2cqp
2criA01,2,60,40,10,118,2cri
2croA00,1,10,260,40,65,2cro
2crqA01,3,30,110,10,86,2crq
2cruA01,1,10,8,140,77,2cru
2cssA00,2,30,42,10,121,2css
2ctzA01,3,40,640,10,285,2ctz
2cu2A00,3,90,550,10,335,2cu2
2cujA01,1,10,10,10,68,2cuj
2cveA02,3,30,70,240,66,2cve
2cw7A03,3,10,28,10,169,2cw7
2cwlA01,1,20,1260,10,298,2cwl
2cwrA00,2,60,40,290,97,2cwr
2cyjA00,3,40,1230,10,117,2cyj
2czcA02,3,30,360,10,162,2czc
2czvC01,3,30,70,3250,106,2czv
2d05A02,1,20,141,10,111,2d05
2d0bA02,3,30,420,10,219,2d0b
2d0oA03,3,50,30,70,151,2d0o
2d0vB00,4,10,160,10,70,2d0v
2d1pA00,3,40,1260,10,130,2d1p
2d1pC00,3,40,1260,10,95,2d1p
2d3aA02,3,30,590,10,252,2d3a
2d3dA00,1,10,150,50,83,2d3d
2d3yA00,3,40,470,10,219,2d3y
2d46A00,3,30,1310,30,61,2d46
2d4uB00,1,20,120,30,155,2d4u
2d4wA02,3,30,420,40,250,2d4w
2d4xA00,1,20,1330,10,214,2d4x
2d5wA02,3,90,76,10,117,2d5w
2d73A02,3,20,20,70,320,2d73
2d73A03,2,60,40,1180,113,2d73
2d7dA04,3,40,50,300,177,2d7d
2d7iA02,2,80,10,50,150,2d7i
2d7lA01,1,10,30,10,53,2d7l
2d9vA01,2,30,29,30,108,2d9v
2dawA01,3,10,110,10,133,2daw
2db0B00,1,25,10,10,240,2db0
2db1A01,3,30,70,330,101,2db1
